sentiment,sentence,label,word_count,char_count,avg_word_length,digit_count
positive,repair and maintenance business accounted for net sales of eur 6453 mn  up from eur 5636 mn,1,17,91,5.352941176470588,8
positive,the money will be spent  on strengthening the company s competitiveness in the sphere of sawmill products and increasing the volume of wood delivered for processing in russia   the release says,1,31,193,6.225806451612903,0
positive,the new technology improves the glass quality and consistency while increasing throughput,1,12,89,7.416666666666667,0
neutral,the reasons behind the estimate include the rise in 2008 rent levels and several fullyleased office and retail properties  which were completed and added to the company s investment property portfolio,0,31,200,6.451612903225806,4
positive,the vaisala group is a successful international technology company that develops  manufactures and markets electronic measurement systems and products,1,19,150,7.894736842105263,0
neutral,the vuokatti unit will be developed to focus especially on the manufacture of prototypes  the rampup of new products and the demanding testing and aftersales services,0,26,166,6.384615384615385,0
positive,we look forward to helping the company develop its operational services and further digitalize its services for its customers,1,19,125,6.578947368421052,0
neutral,agj recorded eur 43 mln sales in 2006  most of which was generated by exports to customers in western europe  the statement said,0,23,128,5.565217391304348,6
positive,the number of collection errors fell considerably  and operations speeded up,1,11,76,6.909090909090909,0
positive,by combining its existing solutions into a single platform  comptel said that it has reduced the cost of deployment,1,19,115,6.052631578947368,0
positive,in the second quarter of 2010  the group s pretax loss narrowed to eur 400000 from eur 600000,1,18,93,5.166666666666667,16
positive,26 january 2011  finnish metal products company componenta oyj  hel  cth1v  said yesterday its net loss narrowed to eur500 000 in the last quarter of 2010 from eur5 3 m for the same period a year earlier,1,37,203,5.486486486486487,19
positive,8 may 2009  finnish liquid handling products and diagnostic test systems maker biohit oyj  hel  biobv  said today  8 may 2009  its net loss narrowed to eur0 1 m  usd0 14 m  for the first quarter of 2009 from eur0 4 m for the same period of 2008,1,48,244,5.083333333333333,25
positive,finnish fibers and plastic products maker suominen corporation said its net loss from continuing operations narrowed to 18 mln euro   23 mln  in 2006 from 37 mln euro   48 mln  in 2005,1,32,184,5.75,16
positive,finnish metal products company componenta oyj  hel  cth1v  said today its net loss narrowed to eur 500000  usd 680000  in the last quarter of 2010 from eur 53 million for the same period a year earlier,1,36,201,5.583333333333333,19
positive,finnish sports equipment maker amer sports oyj  hel  ameas  said today that its net loss narrowed to eur 169 million  usd 223 m  in the second quarter of 2010 from eur 232 million in the corresponding period a year earlier,1,40,222,5.55,13
positive,finnish steel maker rautaruukki oyj  hel  rtrks   or ruukki  said today its net loss contracted to eur 49 million  usd 682 m  for the first nine months of 2010 from eur 229 million for the same period a year ago,1,40,211,5.275,12
positive,for the first nine months of 2010  talvivaara s net loss narrowed to eur 83 million from eur 219 million for the same period of 2009,1,26,132,5.076923076923077,13
positive,in the first nine months of 2010  the company s net loss narrowed to eur 415000 from eur 74 million for the corresponding period of 2009,1,26,136,5.230769230769231,16
positive,in the first nine months of 2010  the company s net loss narrowed to eur415 000 from eur7 4 m for the corresponding period of 2009,1,26,130,5.0,16
positive,adp news   feb 9  2009  finnish computer services company proha oyj  hel  art1v  said today its net loss narrowed to eur 113000  usd 146000  for 2008 from eur 12 million for 2007,1,32,178,5.5625,28
positive,the new factory working model and reorganisations would decrease nokian tyres  costs in the factory by eur 30 million  usd 387 m,1,22,128,5.818181818181818,5
positive,20 october 2010  finnish metal products company componenta oyj hel  cth1v said yesterday that its net loss narrowed to eur7m for the first nine months of 2010 from eur23 3 m for the same period of 2009,1,37,201,5.4324324324324325,19
positive,finnish fibers and plastic products maker suominen corporation said its net loss narrowed to 16 mln euro  20 mln in the first nine months of 2006 from 216 mln euro  27 mln in the same period of 2005,1,38,198,5.2105263157894735,17
positive,in contrast  the company s net loss for the third quarter of 2009 contracted to eur 76 million from eur 256 million for the corresponding period a year ago,1,29,155,5.344827586206897,9
positive,in the second quarter of 2010  raute s net loss narrowed to eur 123000 from eur 15 million in the same period of 2009,1,24,117,4.875,16
positive,adp news  nov 13  2008  finnish printed circuit board pcb maker aspocomp group oyj omx  acg1v said today that its net loss narrowed to eur 2 million usd 25 m in the first nine months of 2008 from eur 57,1,40,202,5.05,16
positive,metsaliitto  however  narrowed its net loss for the second quarter of 2007 to 50 mln euro  69 mln from 61 mln euro  837 mln a year ago,1,27,134,4.962962962962963,13
positive,narrows to eur2 8 m 9mo 09 29 october 2009  finnish software and hardware developer elektrobit oyj hel  ebg1v  or eb  said today that its net loss narrowed to eur2 8 m for the first nine months of 2009 from eur35 6 m for the same period a year ago,1,50,247,4.94,21
positive,the diluted loss per share narrowed to eur 027 from eur 086,1,12,59,4.916666666666667,6
positive,unit costs for flight operations fell by 64 percent,1,9,51,5.666666666666667,2
positive,the loss for the third quarter of 2007 was eur 03 mn smaller than the loss of the second quarter of 2007,1,22,104,4.7272727272727275,10
positive,airvana s umts home base station femto cell uses softwarebased functionality and offtheshelf silicon to accelerate feature development and reduce product cost,1,22,158,7.181818181818182,0
positive,according to seppnen  the new technology umts900 solution network building costs are by onethird lower than that of the building of 35 g networks  operating at 2100 mhz frequency,1,29,178,6.137931034482759,9
positive,the costs of the new ropax vessels are 30  lower than those of the present ones,1,16,79,4.9375,2
neutral,the last job losses related to these reductions will take place during 2010,0,13,75,5.769230769230769,4
positive,the program s target is structural cost reductions of about eur 30mn in 2009,1,14,76,5.428571428571429,6
neutral,the third quarter result also includes a 400000 euro   575000  provision for downsizing of lure manufacturing in ireland,0,18,120,6.666666666666667,12
positive,upmkymmene is working closely with its shipping agents to reduce fuel consumption and greenhouse gas emissions,1,16,110,6.875,0
negative,2009 3 february 2010  finlandbased steel maker rautaruukki oyj  hel  rtrks   or ruukki  said today it slipped to a largerthanexpected pretax loss of eur46m in the fourth quarter of 2009 from a yearearlier profit of eur45m,-1,36,221,6.138888888888889,17
negative,adpnews   feb 3  2010  finlandbased steel maker rautaruukki oyj  hel  rtrks   or ruukki  said today it slipped to a largerthanexpected pretax loss of eur 46 million  usd 645 m  in the fourth quarter of 2009 from a,-1,37,213,5.756756756756757,14
negative,result before taxes decreased to nearly eur 145 mn  compared to nearly eur 20mn in the previous accounting period,-1,19,113,5.947368421052632,5
negative,the company slipped to an operating loss of eur 26 million from a profit of eur 13 million,-1,18,90,5.0,4
negative,23 april 2010  finnish construction and engineering company outotec oyj hel  ote1v said today it slipped to a net loss of eur7 3 m in the first quarter of 2010 from a net profit of eur12 5 m in the corresponding period last year,-1,44,228,5.181818181818182,16
negative,cramo slipped to a pretax loss of eur 67 million from a pretax profit of eur 589 million,-1,18,88,4.888888888888889,5
negative,finnish it solutions provider affecto oyj hel  afe1v said today its slipped to a net loss of eur 115000 usd 152000 in the second quarter of 2010 from a profit of eur 845000 in the corresponding period a year earlier,-1,40,215,5.375,23
negative,in 2009  comptel slipped to a net loss of eur2 1 m from a profit of eur6 6 m in the previous year,-1,23,97,4.217391304347826,8
negative,in q2 of 2009  profit before taxes amounted to eur 136 mn  down from eur 268 mn in q2 of 2008,-1,21,93,4.428571428571429,16
negative,adpnews  feb 5  2010  finnish real estate investor sponda oyj hel  sda1v said today that it slipped to a net loss of eur 815 million usd 118 m in 2009 from a profit of eur 293 million in 2008,-1,39,191,4.897435897435898,23
negative,adpnews  jul 17  2009  finlandbased steel maker rautaruukki oyj ruukki hel  rtrks said today it slipped to a net loss of eur 184 million usd 2597 m for the first half of 2009 from a net profit of eur 2,-1,40,201,5.025,18
negative,profit before taxes amounted to eur 565 mn  down from eur 2329 mn a year ago,-1,16,76,4.75,7
negative,profit before taxes decreased by 9  to eur 1878 mn in the first nine months of 2008  compared to eur 2071 mn a year earlier,-1,25,123,4.92,13
negative,profit before taxes decreased to eur 316 mn from eur 500 mn the year before,-1,15,75,5.0,6
negative,profit before taxes was eur 40 mn  down from eur 49 mn,-1,12,54,4.5,4
negative,the company s profit before taxes fell to eur 211 mn in the third quarter of 2008  compared to eur 358 mn in the corresponding period in 2007,-1,28,141,5.035714285714286,14
neutral,a state program has been worked out  legal provisions have been developed  and rules and normative documents have been specified for the functioning of a technological park,0,27,172,6.37037037037037,0
positive,in augustoctober 2010  the company s result before taxes totalled eur 96 mn  up from eur 05 mn in the corresponding period in 2009,1,24,130,5.416666666666667,12
positive,finnish bore that is owned by the rettig family has grown recently through the acquisition of smaller shipping companies,1,19,120,6.315789473684211,0
positive,the plan is estimated to generate some eur 5 million  usd 65 m  in cost savings on an annual basis,1,20,98,4.9,3
positive,finnish pharmaceuticals company orion reports profit before taxes of eur 700 mn in the third quarter of 2010  up from eur 549 mn in the corresponding period in 2009,1,29,164,5.655172413793103,14
positive,finnish sampo bank  of danish danske bank group  reports profit before taxes of eur 1523 mn in 2010  up from eur 327 mn in 2009,1,25,127,5.08,15
positive,profit after taxes for the period was up to eur0 9 m  from eur0 01 m last year,1,18,78,4.333333333333333,5
positive,profit before taxes was eur 54 mn  up from eur 36 mn a year earlier,1,15,67,4.466666666666667,4
negative,also construction expenses have gone up in russia,-1,8,49,6.125,0
neutral,neste oil said it will build a biodiesel production facility in rotterdam  the netherlands  at an estimated cost of 670 million euros  naming francebased technip as the project s main contractor,0,31,194,6.258064516129032,3
neutral,the european central bank ecb is anticipated to raise its benchmark interest rate in the second half of 2011 at the earliest,0,22,124,5.636363636363637,4
negative,11 august 2010  finnish measuring equipment maker vaisala oyj hel  vaias said today that its net loss widened to eur4 8 m in the first half of 2010 from eur2 3 m in the corresponding period a year earlier,-1,39,204,5.230769230769231,14
negative,finnish power supply solutions and systems provider efore oyj said its net loss widened to 32 mln euro  42 mln for the first quarter of fiscal 20062007 ending october 31  2007 from 900000 euro  12 mln for the same period of fiscal 200506,-1,43,237,5.511627906976744,32
negative,adp news  apr 22  2009  finnish business information systems developer solteq oyj hel  stq1v said today its net loss widened to eur 189000 usd 245000 for the first quarter of 2009 from eur 10000 for the same peri,-1,38,212,5.578947368421052,28
negative,salonen added that data shows producers  pulp inventories in north america are declining,-1,13,88,6.769230769230769,0
negative,the elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons  eur 32 mln  for the fifth quarter running,-1,35,189,5.4,2
positive,for the current year  raute expects its net sales to increase and the operating result  to be positive,1,18,102,5.666666666666667,0
positive,turnover surged to eur61 8 m from eur47 6 m due to increasing service demand  especially in the third quarter  and the overall growth of its business,1,27,149,5.518518518518518,6
positive,as a result  the company currently anticipates net sales to increase and the operating result to be positive,1,18,108,6.0,0
positive,asimilar agreement was signed between china mobile ltd  sehk  0941 and nyse  chl   the largest mobile carrier  and thegps and social networking service provider  promoting gypsii service before beijing 2008 olympic games  according to thelatest news,1,36,249,6.916666666666667,8
positive,upm s deliveries increased during the third quarter by 4 percent  and the efficiency of operations improved   chief executive jussi pesonen said,1,22,144,6.545454545454546,1
positive,global sports equipment maker amer sports corp  whose brands include atomic  salomon and wilson  saw a 64 percent increase in thirdquarter net profit to euro 474 million  65 million on strong sales and cost cuts,1,35,211,6.0285714285714285,7
neutral,exports make up more than 80 per cent of our sales  so the name glaston also reflects a truly internationally operating company   explains kyro s president  ceo mika seitovirta,0,29,176,6.068965517241379,2
neutral,westend ict plc s new 409665891 shares and increase of share capital with eur 2000000 based on the resolutions of extraordinary shareholders meeting on 27 december 2010 have today registered in the trade register,0,34,212,6.235294117647059,22
positive,due to rapid expansion  the market share of tallink in terms of passenger carriage through tallinna sadam port of tallinn totaled 55 percent in november against 457 percent in november 2005,1,31,189,6.096774193548387,9
positive,finnish industrial investor panostaja oyj omx helsinki  pnaas omx helsinki  pnabs said on friday 11 july that it has signed a deal to acquire the entire share capital of kospa oy  the manufacturer of waste disposal equipment,1,37,224,6.054054054054054,2
positive,stora enso r shares rose 120 pct to 1184 eur  upmkymmene was also dragged higher  rising 168 pct to 1756 eur and mreal b added 238 pct to 430 eur,1,30,145,4.833333333333333,20
negative,cash flow from operations for the most recent quarter also reached a eight year low,-1,15,83,5.533333333333333,0
positive,both loans will be used to finance strategic investments such as shopping center redevelopment projects and refinancing of maturing debt,1,20,136,6.8,0
positive,the stock price rose 700 ores or 09  to close at sek77 65  ending a twoday streak of losses,1,19,91,4.7894736842105265,9
positive,earnings per share  eps  amounted to eur0 98  up from the loss of eur0 02,1,15,73,4.866666666666666,6
positive,earnings per share  eps  were eur0 03  up from the loss of eur0 083,1,14,67,4.785714285714286,7
positive,operating profit totalled eur 04 mn  up from an operating loss of eur 08 mn yearonyear,1,16,86,5.375,4
positive,operating profit totalled eur 70 mn  up from a loss of eur 40 mn in the second quarter of 2009,1,20,94,4.7,8
positive,operating result including nonrecurring items rose to eur 146mn from a loss of eur 267mn in 2009,1,17,96,5.647058823529412,10
positive,tiimari  the finnish retailer  reported to have geenrated quarterly revenues totalling eur 13 mn in the 4th quarter 2009  up from eur 03 mn loss in 2008,1,27,152,5.62962962962963,13
positive,earnings per share eps amounted to eur0 03  up from the loss of eur0 08,1,15,71,4.733333333333333,6
positive,operating profit totalled eur 58 mn  up from a loss of eur 17 mn in the fourth quarter of 2009,1,20,94,4.7,8
positive,operating profit was eur 06 mn  up from a loss of eur 19mn a year earlier,1,16,73,4.5625,4
positive,the investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7  9,1,21,137,6.523809523809524,2
positive,okmetic s products are based on hightech expertise that generates added value for customers  innovative product development and an extremely efficient production process,1,23,169,7.3478260869565215,0
neutral,shareholder s full name and id code   petri ailus  born 1591966 for further information  please contact isto hantila  ceo  tel 358 9 591 8342,0,24,141,5.875,18
positive,9 september 2010  finnish stationery and gift retailer tiimari hel  tii1v said today its net sales rose by 2  yearonyear to eur5 7 m in august 2010  driven by growth in finland  while demand in the baltics remained weak,1,39,219,5.615384615384615,13
positive,by 1429 cet on monday  shares in bavarian nordic had climbed 121  to dkk250 on the stock exchange in copenhagen after having lost 741  in the past month,1,28,152,5.428571428571429,13
positive,for example  net sales increased by 59  from the first quarter  and ebitda increased from a negative eur 02 mn in the first quarter of 2009,1,26,139,5.346153846153846,8
positive,mobile phone sales rose 25  to 587 billion euros  while enterprise solution sales dropped 39  to 186 million euros,1,19,114,6.0,10
negative,rising costs have forced packaging producer huhtamaki to axe 90 jobs at its hampshire manufacturing plant,-1,16,105,6.5625,2
negative,however  the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry  and they impacted on our results,-1,23,145,6.304347826086956,0
negative,at this growth rate  paying off the national debt will be extremely painful,-1,13,75,5.769230769230769,0
negative,operating loss increased to eur 17mn from a loss of eur 108 mn in 2005,-1,15,70,4.666666666666667,9
negative,the payment of 2779 million litas in interest on a longterm loan provided by ragutis  majority shareholder  estonia s a le coq  also added to the losses,-1,27,152,5.62962962962963,4
negative,at the moment  valio is not worried  but if the ban continues for long  it may become quite a problem,-1,20,101,5.05,0
positive,sponda will record a profit from the sale of 85 mln euro  124 mln,1,14,65,4.642857142857143,5
positive,cencorp estimates that its net sales in the last quarter will be as earlier stated  eur4 3 m to eur5 0 m  and operating profit ebitis estimated to be positive,1,30,158,5.266666666666667,4
positive,our customer has been satisfied with basware invoice automation solution and extends the implementation to new geographies,1,17,122,7.176470588235294,0
positive,repeats sees 2008 ebita above 18 pct of sales,1,9,45,5.0,6
positive,by separating side businesses we will be able to faster expand and develop tapro retail network,1,16,95,5.9375,0
positive,our strategic cooperation with rentakran brings us new customers and alreadyworking relationships with the authorities of the new territories   said jarmo laasanen  a senior manager at cramo,1,27,190,7.037037037037037,0
neutral,patja has worked well for us for more than a decade  and fujitsu s new bid was competitive,0,18,90,5.0,0
positive,after the share purchase is completed  financing will also be provided to expand latvia s broadband infrastructure and to develop new areas of business  including acquisitions of other companies,1,29,194,6.689655172413793,0
positive,in terms of profitability and earnings 2007 was the best year in our history   chief executive velimatti mattila said,1,19,117,6.157894736842105,4
positive,the government has had a very professional approach in assessing the offer,1,12,74,6.166666666666667,0
positive,the margarine business has been put into good shape in the last two years  making it a natural addition to bunge  which is looking to leverage its position in the central and northern european markets   raisio ceo matti rihko said in a statement,1,43,245,5.6976744186046515,0
positive,this is a win for all oems targeting to develop wimax products,1,12,62,5.166666666666667,0
positive,a portion   125 million  will be recorded as part of its winnings in a prior patent dispute with finnish phone maker nokia oyj,1,23,126,5.478260869565218,3
positive,finnish electronics manufacturing services company elcoteq signing a cooperation agreement with a japanese mobile phone manufacturer  bypasses elcoteq tallinn  says jan kotka  ceo of elcoteq tallinn,1,26,198,7.615384615384615,0
positive,according to arehu s managing director  jouko lahtinen  the project will stabilise costs and improve supply security,1,17,116,6.823529411764706,0
positive,according to ceo matti karppinen  frozen foods posted a good result in 2010  as it did in 2009,1,18,94,5.222222222222222,8
positive,according to viking line s managing director  nilserik eklund  the company s board of directors is very satisfied with viking line s performance,1,23,144,6.260869565217392,0
positive,actions to improve operational efficiency and adjust operations are expected to deliver annualised permanent cost savings of around eur 45 million and will be effected mostly during the first half of 2010,1,32,204,6.375,6
positive,at the same time  sales development in russia was boosted by the opening of stockmann nevsky centre in st petersburg,1,20,116,5.8,0
positive,benefon  a wireless and gps technology company  will supply karputer with its twig navigation platform  a gps satellite navigation and voice guidance service,1,23,157,6.826086956521739,0
positive,biohit and vwr have been in close cooperation for a number of years in the us  where biohit is one of vwr s focus suppliers,1,25,123,4.92,0
positive,combining this deep domain expertise with our application service management asm and outsourcing service offerings has now proved to be a winning combination,1,23,157,6.826086956521739,0
positive,demand was brisk as expected and order levels have remained high,1,11,64,5.818181818181818,0
positive,during the past decade it has gradually divested noncore assets and bought several sports equipment makers  including californiabased fitness products international and sparks  nevadabased atec  a leading maker of baseball and softball pitching machines,1,34,253,7.4411764705882355,0
positive,espoon kaupunki awarded contracts for personal care products,1,8,60,7.5,0
positive,exports accounted for 654  of net sales  representing an all time record for the company,1,15,88,5.866666666666666,3
positive,finland s poyry energy has won a contract to advise builders of a new cogeneration power plant in lithuania s secondbiggest city of kaunas and to supervise the construction process,1,30,180,6.0,0
positive,finnish construction company yit oyj said on november 13  2007 it won a 70 mln euro  1028 mln contract to construct the new office building for local property company tapiola real estate oy,1,33,189,5.7272727272727275,12
neutral,in 2005 cargotec s net sales exceeded eur 23 billion,0,10,52,5.2,6
positive,in 2006  kone received an order from aker yards to supply 43 customised elevators for the very first genesis cruise ship which is scheduled to be completed in 2009,1,29,163,5.620689655172414,10
positive,in addition to fireplace exports  demand for lining stone has exceeded the level of the earlier part of the year and will continue to be clearly brisker for the remainder of the year,1,33,182,5.515151515151516,0
positive,kalmar has been awarded a new 5year contract to supply its rough terrain container handler rtch,1,16,95,5.9375,1
positive,major order in india comptel corporation has received a significant longterm order for mediation and provisioning solutions being used by a leading operator in india,1,25,165,6.6,0
positive,managing director kari inkinen says that sponda s leasing operations developed highly favourably,1,13,96,7.384615384615385,0
positive,net cash flow from operations is expected to remain positive,1,10,60,6.0,0
positive,of the price  kesko s share is 10 mln euro  155 mln and it will recognize a gain of 40 mln euro  62 mln on the disposal which will be included in the result for the second quarter of 2008,1,40,187,4.675,13
positive,olvi has posted a strong set of figures for the first six months of this year,1,16,77,4.8125,0
positive,operating profit improved by 27  to eur 5798 mn from eur 4572 mn in 2006,1,15,72,4.8,14
positive,our standardised services have met with a positive reception among our customers as well as at itella,1,17,101,5.9411764705882355,0
positive,performance in the second half of 2009 exceeded expectations,1,9,60,6.666666666666667,4
positive,ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year,1,17,103,6.0588235294117645,4
positive,ragutis  which is based in lithuania s secondlargest city kaunas  boosted its sales last year 223 per cent to 364 million liters,1,22,128,5.818181818181818,6
positive,raisio s bid to buy glisten is a  winwin  deal for both companies  the chairman of the uk snacks firm told justfood today 10 february,1,25,133,5.32,2
positive,stora enso owns 43 percent of bergvik and earns therefore sek 15 bn on the value appreciation,1,17,93,5.470588235294118,4
positive,talvivaara also maintains its assumption of turning cash flow positive before the year end,1,14,90,6.428571428571429,0
positive,thanksto improvements in demand and the adjustments we have made  theutilization rates of cramo s fleet have substantiallyimproved,1,18,130,7.222222222222222,0
positive,the acquisition is expected to improve access to chrome ore resources in turkey,1,13,79,6.076923076923077,0
positive,the aim is an annual improvement in ruukki construction s operating profit of more than eur 3 million usd 41 m starting in 2009,1,24,127,5.291666666666667,7
positive,the company estimates that the trend in demand for sports equipment will be steady in 2006   amer s report said,1,20,111,5.55,4
positive,the estimated synergy benefits are at least eur7m annually,1,9,58,6.444444444444445,1
neutral,the goal will be achieved via organic growth possibly supplemented by acquisitions,0,12,82,6.833333333333333,0
positive,the group s business is balanced by its broad portfolio of sports and presence in all major markets,1,18,99,5.5,0
neutral,the group s business is balanced by its broad portfolio of sports and presence in all major markets,0,18,99,5.5,0
positive,the objective of the planned measures is to achieve significant savings in the next few years,1,16,93,5.8125,0
positive,the rebuilds are designed to improve the machines  performance and product quality,1,12,82,6.833333333333333,0
positive,the transaction will have a positive impact of around eur2m on earnings  which ruukki will recognize during the fourth quarter of this year,1,23,139,6.043478260869565,1
positive,when the situation normalises  the company will be able to increase the amount of residential units for sale in st petersburg and moscow  in particular,1,25,151,6.04,0
positive,this is a repeat order to follow successfully installed 159 elevators in the same delhi metro system   kone spokeswoman told thomson financial news,1,23,147,6.391304347826087,3
positive,our customers now have the chance to make bookings for all the services they want at one location   said mikko tuomainen  incharge of finnair s internet  sales,1,27,159,5.888888888888889,0
positive,stonesoft sees great promise in the future of ipv6,1,9,50,5.555555555555555,1
positive,the combined activities will create value for shareholders and be good for our employees and customers,1,16,102,6.375,0
positive,the trend in the sports and leisure markets was favorable in the first months of the year,1,17,89,5.235294117647059,0
positive,we continued actively to focus rd and to position our offering away from point solutions towards dynamic endtoend solutions   ervio stated,1,21,138,6.571428571428571,0
positive,16 february 2011  finnish industrial machinery company metso oyj  hel  meo1v  said today it will deliver minerals processing equipment and basic engineering to canadian miner northland resources  osl  naur   tse  nau,1,31,216,6.967741935483871,7
positive,27 january 2011  finnish it solutions provider affecto oyj  hel  afe1v  said today it has won a eur1 2 m  usd1 6 m  contract from stateowned lithuanian social insurance institution  sodra,1,31,187,6.032258064516129,11
positive,according to finnish pension insurance company varma  varma was the recipient of over two thirds of the revenue of the earningsrelated pension cover that was under competitive tendering in finland,1,30,196,6.533333333333333,0
positive,finnish construction group lemminkinen has been awarded two road building contracts by the lithuanian transport administration,1,16,126,7.875,0
positive,finnish construction group yit has been awarded a contract to install heating  air conditioning and cooling systems to the new head office of the automobile association adac in munich in germany,1,31,194,6.258064516129032,0
positive,finnish flexible packaging manufacturer suominen corporation reports net sales of eur 545 mn in the first quarter of 2008  compared with eur 543 mn a year earlier,1,27,162,6.0,10
positive,finnish forest machinery manufacturer ponsse has agreed with volvo on the start of cooperation in latin america,1,17,111,6.529411764705882,0
positive,finnish metso paper has been awarded a contract for the rebuild of sabah forest industries   sfi  pulp mill in sabah  malaysia,1,21,126,6.0,0
positive,finnish metso paper has won an order to supply an uncoated fine paper machine to mcc paper yinhe  in china,1,20,106,5.3,0
positive,finnish outokumpu technology has been awarded several new grinding technology contracts,1,11,87,7.909090909090909,0
positive,finnish rautaruukki has been awarded a contract to supply and install steel superstructures for the partihallsfrbindelsen bridge in gothenburg in sweden,1,21,152,7.238095238095238,0
positive,lule municipality has awarded yit a 2year contract  for property management of about one third of the municipality s properties  with a total area of 140000 sq metres,1,28,166,5.928571428571429,7
positive,the shopping center to be opened in st petersburg  russia in november 2010 will turn the cash flow of finnish department store chain stockmann s russian operations positive for the first time in 2011,1,34,199,5.852941176470588,8
positive,according to atria s president and ceo matti tikkakoski  the company s swedish operations significantly improved in the first quarter,1,20,133,6.65,0
positive,according to ceo kai telanne  the company s newspapers achieved the best financial result ever,1,15,94,6.266666666666667,0
positive,according to kesko  the company agreed with the city administration about lease of the building in 2006  its resettlement and construction of a fivestar hotel hilton for 120 rooms,1,29,179,6.172413793103448,7
positive,according to nordic financial group nordea s analyst sami sarkamies  this makes nokia s portfolio competitive again,1,17,115,6.764705882352941,0
positive,according to ringman  finnish paper companies have acquired knowhow and capacity in paper recycling  which has turned out to be a successful strategy,1,23,149,6.478260869565218,0
positive,according to schmardin  nordea will most likely try to win customers over from other pension fund providers,1,17,107,6.294117647058823,0
positive,according to the ceo of nordea bank estonia vahur kraft  nordea finland and stockmann have been cooperating for more than ten years,1,22,131,5.954545454545454,0
positive,adanac molybdenum of canada has ordered grinding technology for its molybdenum project in british columbia  canada  while shalkiya zinc of kazakhstan has awarded a contract for grinding technology for the shalkiya zinclead project in kazakhstan,1,35,244,6.9714285714285715,0
positive,all of raisio s divisions recorded an operating profit,1,9,54,6.0,0
neutral,an estimated 30 pct of mobile calls are made from the home  and france telecom hopes that 15 pct of its orange clients will sign up for the service by the end of 2008,0,34,166,4.882352941176471,8
positive,and the broker repeated its  buy  rating  based on expectations that current restructuring will lead to a clear improvement in performance in europe in 2007,1,25,156,6.24,4
positive,arvo vuorenmaa  the loviisa plant s general manager said the application for the new licence was a  standard  procedure and that he was  quite confident  about approval being granted,1,29,182,6.275862068965517,0
positive,as a domestic business  bestin is already close to finnish dog owners,1,12,69,5.75,0
positive,basware s ceo ilkka sihvo comments in conjunction with the interim report   as a whole  basware succeeded well in the second quarter of 2007,1,24,140,5.833333333333333,4
positive,cash flow from operating activities is estimated to be positive,1,10,63,6.3,0
positive,cision says the sale will return its uk operation to profitability,1,11,66,6.0,0
positive,citigroup  inc  nyse  c  has announced that its global transaction services  gts  business has been awarded a new mandate by finlandbased pohjola bank group,1,24,156,6.5,0
positive,comptel  a vendor of dynamic operations support system  oss  software  has been selected by orascom telecom  oth  as partner for provisioning and activation solutions for mobile services,1,27,186,6.888888888888889,0
positive,department store sales improved by 14  to eur 10706 mn,1,10,54,5.4,7
positive,dmasia16 august 2006benefon extends manufacturing capability with asmobile  2006 digitalmediaasiacom  dma ltd,1,12,109,9.083333333333334,10
positive,finland s national carrier finnair plc carried a record 85 million passengers in 2005  an increase of 45 percent on the previous year  the airline reported tuesday,1,27,163,6.037037037037037,8
positive,finnair plc carried a record 88 million passengers in 2006  an increase of 35 percent on the previous year  the finnish national carrier reported tuesday,1,25,153,6.12,8
positive,finnish consulting and engineering group poyry plc  omx helsinki  poy  said on wednesday  1 october  that it has been awarded a contract by tanqia dibba fzc as ownerengineer for the wastewater system of dibba  emirate of fujairah  uae,1,38,234,6.157894736842105,1
positive,finnish financial solutions developer basware corporation  omx helsinki bas1v  said on tuesday  23 september  that it will deliver a complete invoice automation solution to a large us engineering  construction and technical services organization,1,33,245,7.424242424242424,3
positive,finnish handling systems company cargotec oyj  hel  cgcbv  said today that it won a eur 13 million  usd 166 m  contract to deliver macgregor hatch covers for ships ordered by norwegian shipowner grieg shipping,1,34,209,6.147058823529412,5
positive,finnish operator elisa and aker yards have signed a longterm service deal through which elisa will deliver all necessary voice and data services for aker yards in finland,1,28,170,6.071428571428571,0
positive,finnish steel maker rautaruukki oyj  ruukki  said on july 7  2008 that it won a 90 mln euro   141 mln  contract to supply and install steel superstructures for partihallsforbindelsen bridge project in gothenburg  western sweden,1,35,227,6.485714285714286,10
positive,fiskars has a strong portfolio of international brands  which include fiskars  iittala  gerber  silva and buster,1,16,112,7.0,0
positive,for teleste  the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products,1,25,153,6.12,0
positive,forestries were also higher  driven by yesterday s bullish analyst comment on stora enso in dagens industri  dealers said,1,19,121,6.368421052631579,0
positive,furthermore  efficiency improvement measures initiated earlier are now bearing fruit   ceo jan lang said,1,14,104,7.428571428571429,0
positive,global banking news  28 september 2010 tieto corporation and pohjola bank  pink  pojlf  are to cooperate on swift services,1,19,122,6.421052631578948,6
positive,hearst will be able to consolidate about 20  of all russian market for advertising in press after the purchase,1,19,110,5.7894736842105265,2
positive,helsingin uutiset  vantaan sanomat and lansivayla reach some 385000 readers  or more than 40  of the consumers in the greater helsinki region,1,22,141,6.409090909090909,8
